date,close
2014-06-30,0.027421494913755007
2014-07-31,0.02884201463624625
2014-08-31,0.07238493723849371
2014-09-30,-0.01716738197424883
2014-10-31,0.07185391028185784
2014-11-30,0.10111111111111115
2014-12-31,-0.07164480322906153
2015-01-31,0.061231884057970865
2015-02-28,0.09662000682826899
2015-03-31,-0.03144458281444573
2015-04-30,0.005785920925747368
2015-05-31,0.040907638223074416
2015-06-30,-0.03715075222597486
2015-07-31,-0.03284438775510212
2015-08-31,-0.0705572040883613
2015-09-30,-0.021638879035118963
2015-10-31,0.08339376359680939
2015-11-30,-0.010040160642570295
2015-12-31,-0.11020960108181199
2016-01-31,-0.07522796352583583
2016-02-29,-0.0069843878389481695
2016-03-31,0.12743069921390138
2016-04-30,-0.13981651376146786
2016-05-31,0.065273037542662
2016-06-30,-0.04285142170604728
2016-07-31,0.08995815899581605
2016-08-31,0.018426103646832948
2016-09-30,0.06520919713531859
2016-10-31,0.004600141542816738
2016-11-30,-0.02676998943289899
2016-12-31,0.04813608396670288
2017-01-31,0.047651933701657434
2017-02-28,0.12887277521423868
2017-03-31,0.04875912408759131
2017-04-30,-0.00027839643652571855
2017-05-31,0.06349206349206349
2017-06-30,-0.057083006022519034
2017-07-31,0.032490974729241895
2017-08-31,0.10274341043571811
2017-09-30,-0.06024390243902433
2017-10-31,0.09680768232546066
2017-11-30,0.01656412683388564
2017-12-31,-0.015130353817504605
2018-01-31,-0.0106357835027181
2018-02-28,0.06378404204491162
2018-03-31,-0.057938468448237135
2018-04-30,-0.01501787842669855
2018-05-31,0.1306873184898354
2018-06-30,-0.009417808219178037
2018-07-31,0.02787381158167679
2018-08-31,0.19634223249947436
2018-09-30,-0.00825865401511161
2018-10-31,-0.030474840538625037
2018-11-30,-0.1840277777777778
2018-12-31,-0.11668533034714446
2019-01-31,0.05502028397565928
2019-02-28,0.04037490987743331
2019-03-31,0.09702009702009717
2019-04-30,0.056432933249105144
2019-05-31,-0.12756627466613513
2019-06-30,0.13045464930317552
2019-07-31,0.07639450282942595
2019-08-31,-0.020090123920390557
2019-09-30,0.07281088331097929
2019-10-31,0.11073405965350958
2019-11-30,0.07428847081524359
2019-12-31,0.09878760664571162
2020-01-31,0.05407982563683422
2020-02-29,-0.11682605324373219
2020-03-31,-0.0697980684811238
2020-04-30,0.15541922290388555
2020-05-31,0.08223281143635108
2020-06-30,0.1473141275632157
2020-07-31,0.1651315789473684
2020-08-31,0.2143798230754752
2020-09-30,-0.1025263484190948
2020-10-31,-0.06001208876608244
2020-11-30,0.09360646702186282
2020-12-31,0.1145737085258296
2021-01-31,-0.005501544954404913
2021-02-28,-0.08108517732646259
2021-03-31,0.007339600857661166
2021-04-30,0.07621776504298006
2021-05-31,-0.05210710482275982
2021-06-30,0.09910922076879869
2021-07-31,0.06498247663551404
2021-08-31,0.040929658576717376
2021-09-30,-0.06803661990383991
2021-10-31,0.05865724381625448
2021-11-30,0.10347129506008002
2021-12-31,0.07422867513611608
2022-01-31,-0.015712113532691308
2022-02-28,-0.05526948163405421
2022-03-31,0.05747335271317833
2022-04-30,-0.09713074852528492
2022-05-31,-0.055883285759594004
2022-06-30,-0.08142972319269015
2022-07-31,0.18863370392042134
2022-08-31,-0.03255184296350988
2022-09-30,-0.12097697493957515
2022-10-31,0.10955137481910282
2022-11-30,-0.03462892917699234
2022-12-31,-0.12227251232858205
2023-01-31,0.11052104979604382
2023-02-28,0.021623120105343396
2023-03-31,0.11864866698324406
2023-04-30,0.02898726500909632
2023-05-31,0.04461338991041952
2023-06-30,0.09433004231311704
2023-07-31,0.01278548229107579
2023-08-31,-0.0436752354288622
2023-09-30,-0.0886783414062916
2023-10-31,-0.002569943344430836
2023-11-30,0.1123148093927504
2023-12-31,0.01358252171624108
2024-01-31,-0.042227185373707954
2024-02-29,-0.019793926247288485
2024-03-31,-0.05128630705394199
2024-04-30,-0.006706321436902085
2024-05-31,0.07661598074326292
